symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
EVEREADY,-4.800000000000011,-1.1915104877746088,398.05,4939,NEUTRAL,2025-01-01 09:53:42.070438,BUY,-23,1.59
CUBEXTUB,-1.0,-1.1487650775416427,86.05,99,NEUTRAL,2025-01-01 09:53:35.446108,BUY,-10,1.56
KIMS,-6.7999999999999545,-1.1027325062839461,609.85,38316,SELL,2025-01-01 09:54:04.856608,BUY,-73,1.65
STERTOOLS,-6.399999999999977,-1.0737354248804594,589.65,19552,NEUTRAL,2025-01-01 09:54:44.385763,BUY,-26,1.18
HIRECT,-13.25,-0.9123773454983646,1439,19664,SELL,2025-01-01 09:53:53.530060,BUY,-1006,14.06
TPLPLASTEH,-0.8900000000000006,-0.8675309484355206,101.7,3823,NEUTRAL,2025-01-01 09:54:50.764204,BUY,45,0.63
KAYNES,-66.0,-0.8607591634985947,7601.65,21355,NEUTRAL,2025-01-01 09:54:04.125928,BUY,10,0.8
COMSYN,-0.6499999999999915,-0.8145363408521197,79.15,137,SELL,2025-01-01 09:53:33.961592,STRONG_SELL,,
SUYOG,-13.300000000000182,-0.7451397837413962,1771.6,1567,NEUTRAL,2025-01-01 09:54:46.410204,NEUTRAL,16,0.45
SPCENET,-0.14000000000000057,-0.7238883143743566,19.2,15128,SELL,2025-01-01 09:54:43.168713,STRONG_SELL,2092,0.53
MIRCELECTR,-0.16999999999999815,-0.6852075775896742,24.64,59906,SELL,2025-01-01 09:54:13.583709,BUY,4510,0.12
INTELLECT,-6.300000000000068,-0.648014811767133,965.9,50447,SELL,2025-01-01 09:53:58.413033,NEUTRAL,-580,4.09
TIMKEN,-19.700000000000273,-0.6359351798050317,3078.1,568,SELL,2025-01-01 09:54:49.758109,STRONG_SELL,-2,1.25
GNA,-2.4499999999999886,-0.6013007731009912,405,497,SELL,2025-01-01 09:53:47.143852,BUY,13,0.81
SDL26BEES,-0.75,-0.5906441959363679,126.23,2,SELL,2025-01-01 09:54:37.557291,STRONG_SELL,-6485,3.03
EIHAHOTELS,-2.5,-0.5882352941176471,422.5,3161,NEUTRAL,2025-01-01 09:53:40.038675,BUY,-16,1.21
SAREGAMA,-2.6999999999999886,-0.561097256857853,478.5,42211,NEUTRAL,2025-01-01 09:54:36.079261,BUY,-85,2.09
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BIRLAMONEY,-4.850000000000023,-1.809701492537322,263.15,90,SELL,2025-01-01 09:55:22.544212,STRONG_SELL,,
AJMERA,-9.349999999999909,-0.8345606283750534,1111,1493,SELL,2025-01-01 09:55:12.567182,BUY,68,0.36
COMSYN,-0.6499999999999915,-0.8145363408521197,79.15,137,SELL,2025-01-01 09:55:28.066072,STRONG_SELL,,
NAVKARCORP,-1.1599999999999966,-0.687774220324912,167.5,9294,NEUTRAL,2025-01-01 09:56:09.877382,BUY,745,0.36
SDL26BEES,-0.75,-0.5906441959363679,126.23,2,SELL,2025-01-01 09:56:28.104084,STRONG_SELL,-7308,4.08
OCCL,-1.3600000000000136,-0.5878284923928137,230,1630,NEUTRAL,2025-01-01 09:56:13.087000,BUY,-227,9.41
QUICKHEAL,-3.800000000000068,-0.5645520725003815,669.3,223,NEUTRAL,2025-01-01 09:56:20.016584,BUY,-15,1.42
ITDC,-3.5,-0.5581692050075752,623.55,790,NEUTRAL,2025-01-01 09:55:53.033384,BUY,85,0.12
ABAN,-0.3500000000000014,-0.5479023168440849,63.53,1312,NEUTRAL,2025-01-01 09:55:08.302285,NEUTRAL,138,0.57
DTIL,-1.4499999999999886,-0.5405405405405364,266.8,377,NEUTRAL,2025-01-01 09:55:33.179584,BUY,2,0.95
AIROLAM,-0.6999999999999886,-0.5397070161912018,129,528,NEUTRAL,2025-01-01 09:55:11.377821,STRONG_SELL,-23,2.53
INDORAMA,-0.20999999999999375,-0.510204081632638,40.95,6,NEUTRAL,2025-01-01 09:55:50.601479,BUY,-660,4.44
TORNTPOWER,-7.300000000000182,-0.48996576951474474,1482.6,2004,SELL,2025-01-01 09:56:40.788718,SELL,135,0.13
GIPCL,-1.079999999999984,-0.47108086888248457,228.18,12745,SELL,2025-01-01 09:55:40.059371,SELL,44,0.64
NIPPOBATRY,-2.6000000000000227,-0.47105716097473005,549.35,70,NEUTRAL,2025-01-01 09:56:11.882975,SELL,1,0.97
OMAXE,-0.480000000000004,-0.43423195223448885,110.06,294,SELL,2025-01-01 09:56:13.476069,NEUTRAL,-27,1.6
TCI,-5,-0.425531914893617,1170,2183,NEUTRAL,2025-01-01 09:56:38.746050,BUY,2,0.88
SUVENPHAR,-4.599999999999909,-0.41374347904298514,1107.2,4006,SELL,2025-01-01 09:56:36.806917,STRONG_SELL,39,0.56
CUBEXTUB,-0.35999999999999943,-0.4135554279149908,86.69,220,NEUTRAL,2025-01-01 09:55:29.466904,BUY,-14,1.93
BSL,-1.0,-0.3627788862688192,274.65,107,BUY,2025-01-01 09:55:23.714151,NEUTRAL,10,0.86
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
NAVKARCORP,-2.1699999999999875,-1.2866121190560817,166.49,25399,NEUTRAL,2025-01-01 09:58:00.775897,BUY,-398,8.65
TARACHAND,-0.6300000000000097,-0.9327805744743998,66.91,44785,SELL,2025-01-01 09:58:28.757566,BUY,-628,6.41
PRAKASH,-1.1899999999999977,-0.7668513983760779,153.99,39446,SELL,2025-01-01 09:58:09.438195,SELL,235,0.39
SARLAPOLY,-0.8200000000000074,-0.7203092059030283,113.02,330,NEUTRAL,2025-01-01 09:58:17.200181,STRONG_SELL,,
STYLAMIND,-13.599999999999909,-0.6074411541381888,2225.3,1858,SELL,2025-01-01 09:58:26.183357,STRONG_SELL,-106,7.24
ABAN,-0.36999999999999744,-0.5790297339593073,63.53,450,SELL,2025-01-01 09:56:58.208106,SELL,298,0.18
APEX,-1.5500000000000114,-0.5713232583855552,269.75,3916,NEUTRAL,2025-01-01 09:57:03.356753,NEUTRAL,-594,3.33
HIRECT,-7.9500000000000455,-0.5486921112568186,1440.95,633,SELL,2025-01-01 09:57:36.981037,BUY,240,0.11
SILVERTUC,-3.9500000000000455,-0.5433287482806115,723.05,208,SELL,2025-01-01 09:58:22.348001,BUY,-7,1.78
SAKAR,-1.6000000000000227,-0.5354752342704227,297.2,515,NEUTRAL,2025-01-01 09:58:16.060390,SELL,24,0.67
WSI,-0.6200000000000045,-0.5123966942148798,120.38,2739,SELL,2025-01-01 09:58:38.957666,BUY,-440,5.31
NIPPOBATRY,-2.6000000000000227,-0.47105716097473005,549.35,70,NEUTRAL,2025-01-01 09:58:02.827774,SELL,7,0.79
TORNTPOWER,-6.650000000000091,-0.4463386804483583,1483.25,6110,SELL,2025-01-01 09:58:32.119419,SELL,-107,7.29
AFIL,-0.3400000000000034,-0.42885973763875307,78.94,8473,SELL,2025-01-01 09:57:00.474372,SELL,-238,1.54
CUBEXTUB,-0.35999999999999943,-0.4135554279149908,86.69,220,NEUTRAL,2025-01-01 09:57:19.502163,BUY,-20,3.22
OCCL,-0.9199999999999875,-0.39842362825342664,229.99,301,NEUTRAL,2025-01-01 09:58:04.262526,BUY,-208,3.19
RHIM,-1.8999999999999773,-0.3766478342749484,502.55,2,SELL,2025-01-01 09:58:13.817589,SELL,-1,1.04
LTF,-0.5099999999999909,-0.3723443089727611,136.46,80123,NEUTRAL,2025-01-01 09:57:52.992353,BUY,-9738,11.55
SALASAR,-0.05000000000000071,-0.36390101892285814,13.69,233609,SELL,2025-01-01 09:58:16.277909,STRONG_SELL,58441,0.5
ALLDIGI,-3.400000000000091,-0.3536325341931552,958.05,14,BUY,2025-01-01 09:57:02.010396,BUY,0,1.0
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
NAVKARCORP,-2.780000000000001,-1.6482864935372945,165.88,47229,NEUTRAL,2025-01-01 09:59:58.502004,BUY,22,0.92
COMSYN,-1,-1.2987012987012987,76,1089,SELL,2025-01-01 09:59:10.456971,STRONG_SELL,,
BAJAJHCARE,-7.2000000000000455,-1.1956160743938964,595,60902,NEUTRAL,2025-01-01 09:58:58.987932,BUY,-164,2.55
RATNAVEER,-1.3799999999999955,-0.7290786136939958,187.9,13699,SELL,2025-01-01 10:00:09.930692,SELL,-166,3.05
UNIVPHOTO,-0.9900000000000091,-0.4670031605264442,211,122,NEUTRAL,2025-01-01 10:00:31.480536,NEUTRAL,,
MOKSH,-0.08999999999999986,-0.4559270516717318,19.65,399,NEUTRAL,2025-01-01 09:59:55.685095,SELL,-683,1.34
OCCL,-0.9099999999999966,-0.39409293664198025,230,838,NEUTRAL,2025-01-01 10:00:01.654397,BUY,-594,29.29
GALAPREC,-4.7000000000000455,-0.348470806302135,1344.05,1387,NEUTRAL,2025-01-01 09:59:25.306990,BUY,15,0.62
LTF,-0.44999999999998863,-0.3285390961524338,136.52,139068,NEUTRAL,2025-01-01 09:59:49.978653,BUY,-274,1.15
CHEMBOND,-1.8999999999999773,-0.31719532554256713,597.1,156,NEUTRAL,2025-01-01 09:59:08.373262,BUY,-3,1.1
BANSWRAS,-0.45000000000001705,-0.30516750305168655,147.01,209,NEUTRAL,2025-01-01 09:59:00.362609,BUY,41,0.57
CAPITALSFB,-0.8499999999999659,-0.2939650700328431,288.3,250,NEUTRAL,2025-01-01 09:59:05.281831,SELL,487,0.15
GENESYS,-2.7999999999999545,-0.29081844619858277,960,7065,SELL,2025-01-01 09:59:25.998570,BUY,292,0.12
TCI,-3.400000000000091,-0.2893617021276673,1171.6,2210,NEUTRAL,2025-01-01 10:00:26.391436,BUY,1,0.86
UCAL,-0.5500000000000114,-0.2750000000000057,199.45,1290,BUY,2025-01-01 10:00:30.274475,BUY,,
IPCALAB,-4.550000000000182,-0.2702060692440277,1679.35,4959,SELL,2025-01-01 09:59:38.984898,SELL,147,0.3
DLINKINDIA,-1.5,-0.26929982046678635,555.5,4913,NEUTRAL,2025-01-01 09:59:16.561812,BUY,-153,4.26
PRAKASH,-0.37999999999999545,-0.24487691712849302,154.8,45720,SELL,2025-01-01 10:00:05.754145,BUY,161,0.61
NINSYS,-1.2999999999999545,-0.23423423423422604,553.7,19,NEUTRAL,2025-01-01 10:00:00.416441,BUY,19,0.42
AMRUTANJAN,-1.400000000000091,-0.19385211852673648,720.8,47,NEUTRAL,2025-01-01 09:58:53.977888,NEUTRAL,-9,1.82
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
STYLAMIND,-25.75,-1.1520995056039014,2209.3,958,SELL,2025-01-01 10:02:12.750950,STRONG_SELL,-437,32.21
NFL,-1.0100000000000051,-0.8533288273065268,117.35,23040,NEUTRAL,2025-01-01 10:01:49.968890,BUY,-88175,90.52
GALAPREC,-11.25,-0.8384884847581425,1330.45,8560,SELL,2025-01-01 10:01:15.456332,NEUTRAL,107,0.45
VGUARD,-3.599999999999966,-0.8019603475161431,445.3,70724,SELL,2025-01-01 10:02:23.532344,BUY,713,0.29
HARDWYN,-0.14000000000000057,-0.7692307692307724,18.06,11513,SELL,2025-01-01 10:01:21.219781,SELL,-1609,1.22
TAJGVK,-2.8500000000000227,-0.7274119448698374,388.95,9444,NEUTRAL,2025-01-01 10:02:14.931998,BUY,192,0.35
DTIL,-1.75,-0.6404391582799633,271.5,264,NEUTRAL,2025-01-01 10:01:10.187591,BUY,-33,1.33
KIOCL,-2.25,-0.5745658835546475,389.35,3775,NEUTRAL,2025-01-01 10:01:35.613852,NEUTRAL,-139,2.74
APOLLO,-0.6400000000000006,-0.5342237061769621,119.16,96863,BUY,2025-01-01 10:00:51.648126,STRONG_BUY,-3669,3.85
PARADEEP,-0.6000000000000085,-0.5329070077271592,111.99,19605,NEUTRAL,2025-01-01 10:01:53.616793,BUY,-257,1.24
MASTERTR,-0.8600000000000136,-0.5200459575497451,164.51,7,BUY,2025-01-01 10:01:43.194370,NEUTRAL,-28,1.43
ARIHANTCAP,-0.5400000000000063,-0.5106382978723463,105.21,9378,NEUTRAL,2025-01-01 10:00:52.121454,BUY,-248,1.55
DCMSHRIRAM,-5.650000000000091,-0.49489773573337625,1136,600,NEUTRAL,2025-01-01 10:01:06.744428,BUY,20,0.35
SUNDRMFAST,-5.25,-0.49323562570462226,1059.15,357,SELL,2025-01-01 10:02:13.568961,STRONG_SELL,13,0.57
CASTROLIND,-0.950000000000017,-0.46463856010956517,203.51,112870,NEUTRAL,2025-01-01 10:01:01.506242,BUY,646,0.36
NEWGEN,-7.7999999999999545,-0.4517025712300182,1719,2315,NEUTRAL,2025-01-01 10:01:49.743349,BUY,-11,1.23
KALAMANDIR,-0.75,-0.44172212733376526,169.04,1307,NEUTRAL,2025-01-01 10:01:34.284984,NEUTRAL,67,0.67
CAMLINFINE,-0.5699999999999932,-0.4321783304268657,131.32,460,BUY,2025-01-01 10:01:00.543402,STRONG_BUY,67,0.81
RCF,-0.7700000000000102,-0.42870664216914994,178.84,112718,SELL,2025-01-01 10:01:59.535933,BUY,4051,0.2
INSECTICID,-2.8999999999999773,-0.4191357132533571,689,4,SELL,2025-01-01 10:01:28.895970,BUY,12,0.6
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
UCAL,-3.9000000000000057,-1.9509754877438747,196,341,SELL,2025-01-01 10:04:14.085449,STRONG_SELL,,
STYLAMIND,-35.100000000000364,-1.5704346658911597,2199.95,9446,SELL,2025-01-01 10:04:07.479434,STRONG_SELL,-26,1.32
KUANTUM,-1.3500000000000227,-0.9781191131720204,136.67,15628,SELL,2025-01-01 10:03:30.435965,BUY,240,0.52
GALAPREC,-12.049999999999955,-0.8981143325631626,1329.65,10210,SELL,2025-01-01 10:03:07.232617,NEUTRAL,137,0.21
VMART,-34.5,-0.880753618748564,3882.6,1342,SELL,2025-01-01 10:04:17.753006,SELL,3,0.62
UTIAMC,-11.199999999999818,-0.8292610691544364,1339.4,2515,SELL,2025-01-01 10:04:15.462751,SELL,18,0.62
DBOL,-0.9599999999999937,-0.8092388097445788,117.67,8589,NEUTRAL,2025-01-01 10:02:57.784384,STRONG_BUY,169,0.18
TAJGVK,-3.1000000000000227,-0.7912200102092962,388.7,12799,NEUTRAL,2025-01-01 10:04:09.214452,BUY,-3,1.02
INTELLECT,-7.7000000000000455,-0.7853136155022995,972.8,129237,NEUTRAL,2025-01-01 10:03:21.725343,BUY,1014,0.16
SAREGAMA,-3.6499999999999773,-0.7612889769527537,475.8,6347,NEUTRAL,2025-01-01 10:03:57.660665,BUY,-30,1.14
NFL,-0.8900000000000006,-0.7519432240621836,117.47,83931,NEUTRAL,2025-01-01 10:03:42.493813,BUY,671,0.72
HIL,-18.59999999999991,-0.7499999999999963,2461.4,224,SELL,2025-01-01 10:03:16.002704,STRONG_SELL,-7,2.4
MOLDTKPAC,-4.899999999999977,-0.728299643281804,667.9,856,SELL,2025-01-01 10:03:38.308220,SELL,-2,1.13
STERTOOLS,-4.199999999999932,-0.7142249808689622,583.85,14072,SELL,2025-01-01 10:04:06.150500,SELL,-79,1.52
TARACHAND,-0.480000000000004,-0.7118493252261663,66.95,74884,SELL,2025-01-01 10:04:09.514854,BUY,111,0.81
MIRCELECTR,-0.16999999999999815,-0.6877022653721608,24.55,5979,BUY,2025-01-01 10:03:37.757356,BUY,1669,0.52
ITDC,-4.25,-0.677344808351263,623.2,112,NEUTRAL,2025-01-01 10:03:23.048247,BUY,-10,1.23
APOLLO,-0.7999999999999972,-0.6677796327211997,119,180049,NEUTRAL,2025-01-01 10:02:42.168282,STRONG_BUY,18309,0.05
HARDWYN,-0.120000000000001,-0.6593406593406648,18.08,14501,SELL,2025-01-01 10:03:14.188974,STRONG_SELL,2656,0.75
MAPMYINDIA,-10.25,-0.6370416407706649,1598.75,642,SELL,2025-01-01 10:03:35.630991,NEUTRAL,75,0.2
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
APTECHT,-2.1899999999999977,-1.1880221330150795,182.15,8313,NEUTRAL,2025-01-01 10:04:38.037348,BUY,-719,5.47
FEDFINA,-1.0600000000000023,-1.0222779438711567,102.63,8294,NEUTRAL,2025-01-01 10:04:58.856858,NEUTRAL,301,0.47
GALAPREC,-13.700000000000045,-1.0210926436610304,1328,11935,SELL,2025-01-01 10:05:00.123362,NEUTRAL,8,0.73
DBOL,-1.0999999999999943,-0.9272528028323311,117.53,8689,NEUTRAL,2025-01-01 10:04:52.464187,STRONG_BUY,119,0.5
HONASA,-2.3499999999999943,-0.9199451947543529,253.1,6191,NEUTRAL,2025-01-01 10:05:09.747362,SELL,-591,1.86
HARDWYN,-0.14999999999999858,-0.8241758241758164,18.05,30571,SELL,2025-01-01 10:05:06.018948,STRONG_SELL,-4262,1.8
KKCL,-4.600000000000023,-0.7785393924007823,586.25,366,SELL,2025-01-01 10:05:20.369843,NEUTRAL,-6,1.16
BBTC,-16.450000000000273,-0.7373209923578706,2214.6,23338,NEUTRAL,2025-01-01 10:04:43.498357,BUY,102,0.31
DCMSHRIRAM,-8.400000000000091,-0.7357771646301485,1133.25,775,NEUTRAL,2025-01-01 10:04:52.675228,BUY,313,0.02
CASTROLIND,-1.5,-0.7336398317519319,202.96,342716,NEUTRAL,2025-01-01 10:04:47.026653,BUY,231,0.53
DBCORP,-2.1999999999999886,-0.7219031993437206,302.55,2,NEUTRAL,2025-01-01 10:04:52.147047,BUY,-13,1.22
GHCL,-4.7999999999999545,-0.6673154455720777,714.5,10956,NEUTRAL,2025-01-01 10:05:01.312633,SELL,32,0.78
OSWALGREEN,-0.3100000000000023,-0.6369426751592403,48.36,3263,NEUTRAL,2025-01-01 10:05:37.296241,BUY,1004,0.58
DIAMONDYD,-7.149999999999864,-0.629207550490594,1129.2,583,NEUTRAL,2025-01-01 10:04:53.933313,NEUTRAL,-36,2.24
ALLDIGI,-5.900000000000091,-0.6133374915536245,956.05,21,SELL,2025-01-01 10:04:35.674894,BUY,-11,2.1
VASCONEQ,-0.3299999999999983,-0.6102071005917129,53.75,1666,NEUTRAL,2025-01-01 10:06:07.758356,BUY,547,0.37
BALRAMCHIN,-3.25,-0.6015733456732995,537,12674,NEUTRAL,2025-01-01 10:04:42.500756,BUY,-220,2.57
CAMLINFINE,-0.789999999999992,-0.5989840018196922,131.1,5413,NEUTRAL,2025-01-01 10:04:46.138060,STRONG_BUY,398,0.25
ZOTA,-4.850000000000023,-0.5965559655596584,808.15,290,NEUTRAL,2025-01-01 10:06:11.721124,BUY,0,1.0
DWARKESH,-0.3400000000000034,-0.5935754189944193,56.94,3018,NEUTRAL,2025-01-01 10:04:55.287867,BUY,639,0.68
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BIRLAMONEY,-4.7999999999999545,-1.7917133258678442,263.1,19,SELL,2025-01-01 10:06:34.926672,SELL,,
LINDEINDIA,-50.05000000000018,-0.8204918032786915,6049.95,661,NEUTRAL,2025-01-01 10:07:20.822369,BUY,-1,1.06
VERTOZ,-0.10999999999999943,-0.7795889440113355,14,20361,SELL,2025-01-01 10:08:03.750676,NEUTRAL,2109,0.74
KKCL,-4.600000000000023,-0.7785393924007823,586.25,366,SELL,2025-01-01 10:07:18.161808,NEUTRAL,7,0.86
UGARSUGAR,-0.5100000000000051,-0.7256687535572071,69.77,21074,NEUTRAL,2025-01-01 10:08:01.308510,BUY,1859,0.24
ZEELEARN,-0.05999999999999872,-0.7237635705669327,8.23,588,NEUTRAL,2025-01-01 10:08:07.239829,SELL,-42164,5.07
KPRMILL,-7.0,-0.687757909215956,1010.8,2777,NEUTRAL,2025-01-01 10:07:19.107404,BUY,21,0.68
EMMBI,-1.1299999999999955,-0.6831096602587327,164.29,4896,SELL,2025-01-01 10:06:51.833876,BUY,-97,1.62
LYKALABS,-1.0500000000000114,-0.650557620817851,160.35,5219,NEUTRAL,2025-01-01 10:07:22.856201,BUY,-9,1.06
ORIENTELEC,-1.4399999999999977,-0.6114390047131747,234.07,685,NEUTRAL,2025-01-01 10:07:35.366652,NEUTRAL,-83,2.8
WONDERLA,-4.350000000000023,-0.5941405449702961,727.8,6261,NEUTRAL,2025-01-01 10:08:06.543411,STRONG_SELL,-508,15.11
HILTON,-0.5499999999999972,-0.5578093306288003,98.05,3808,SELL,2025-01-01 10:07:04.674933,STRONG_SELL,23,0.81
GANESHHOUC,-6.9500000000000455,-0.5540276615249747,1247.5,15,SELL,2025-01-01 10:06:56.914393,SELL,-15,1.52
COASTCORP,-1.4499999999999886,-0.5493464671339227,262.5,158,NEUTRAL,2025-01-01 10:06:41.922838,NEUTRAL,-22,1.37
REMSONSIND,-0.789999999999992,-0.540947685565593,145.25,387,SELL,2025-01-01 10:07:42.339161,STRONG_SELL,259,0.19
RHIM,-2.6499999999999773,-0.5260545905707151,501.1,1690,SELL,2025-01-01 10:07:42.740141,SELL,106,0.22
KELLTONTEC,-0.789999999999992,-0.5054705995265162,155.5,14721,NEUTRAL,2025-01-01 10:07:17.411025,BUY,1652,0.33
APTECHT,-0.8899999999999864,-0.4879653489774584,181.5,3144,NEUTRAL,2025-01-01 10:06:27.753991,NEUTRAL,-650,4.44
SEPC,-0.11000000000000298,-0.4852227613586369,22.56,160742,SELL,2025-01-01 10:07:47.864131,BUY,6924,0.72
GODIGIT,-1.6499999999999773,-0.4765342960288743,344.6,170611,SELL,2025-01-01 10:06:59.233471,BUY,-196,1.28
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
CARBORUNIV,-900.9999999999999,-69.44926195706633,396.35,164,NEUTRAL,2025-01-01 10:08:32.531006,BUY,9,0.65
BIRLAMONEY,-4.899999999999977,-1.8290406868234335,263,106,SELL,2025-01-01 10:08:30.447515,SELL,,
BBTC,-21.449999999999818,-0.9683972911963801,2193.55,10091,NEUTRAL,2025-01-01 10:08:28.539703,BUY,-211,3.13
TARACHAND,-0.6400000000000006,-0.950965824665677,66.66,14262,SELL,2025-01-01 10:09:49.879819,BUY,328,0.36
PNCINFRA,-3.0500000000000114,-0.9139946059334766,330.65,28690,SELL,2025-01-01 10:09:29.146229,SELL,-152,1.24
KPRMILL,-8.599999999999909,-0.8449597170367371,1009.2,12174,NEUTRAL,2025-01-01 10:09:12.146232,BUY,41,0.56
ACE,-12.450000000000045,-0.8016483693377577,1540.6,26847,SELL,2025-01-01 10:08:18.747586,NEUTRAL,-26,1.38
CLEAN,-11.950000000000045,-0.8009651797982535,1480,8820,NEUTRAL,2025-01-01 10:08:35.208838,BUY,-10,1.11
KKCL,-4.600000000000023,-0.7785393924007823,586.25,366,SELL,2025-01-01 10:09:10.793368,NEUTRAL,-6,1.12
TARC,-1.3199999999999932,-0.7523939808481493,174.12,8141,NEUTRAL,2025-01-01 10:09:49.912403,SELL,-314,2.25
GODIGIT,-2.6000000000000227,-0.7509025270758188,343.65,316441,SELL,2025-01-01 10:08:50.092104,BUY,3979,0.15
SEPC,-0.1700000000000017,-0.7498897220996987,22.5,217959,SELL,2025-01-01 10:09:40.144339,BUY,17025,0.49
GRMOVER,-1.4899999999999807,-0.7320428417018674,202.05,10873,SELL,2025-01-01 10:08:52.075671,SELL,-929,10.38
LINDEINDIA,-43.94999999999982,-0.7204918032786856,6056.05,826,NEUTRAL,2025-01-01 10:09:13.798320,BUY,20,0.56
KUANTUM,-0.9699999999999989,-0.7005127464432721,137.5,8824,SELL,2025-01-01 10:09:12.717526,BUY,-31,1.2
LYKALABS,-1.0999999999999943,-0.6815365551424996,160.3,5420,NEUTRAL,2025-01-01 10:09:15.738738,STRONG_BUY,109,0.58
SOBHA,-10.399999999999864,-0.6599822312476116,1565.4,2694,SELL,2025-01-01 10:09:44.833079,SELL,-26,1.67
CAPLIPOINT,-16.200000000000273,-0.6481814908174397,2483.1,938,SELL,2025-01-01 10:08:32.472892,STRONG_SELL,-749,18.02
GANESHHOUC,-7.7999999999999545,-0.6217864402726258,1246.65,2016,SELL,2025-01-01 10:08:47.141080,SELL,-20,2.05
WONDERLA,-4.350000000000023,-0.5941405449702961,727.8,6361,NEUTRAL,2025-01-01 10:10:02.615166,STRONG_SELL,-260,5.64
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
BIRLAMONEY,-4.899999999999977,-1.8290406868234335,263,211,SELL,2025-01-01 10:10:25.924302,SELL,,
SHAILY,-23.84999999999991,-1.6678321678321613,1406.15,180,SELL,2025-01-01 10:11:32.501668,STRONG_SELL,,
KKCL,-4.600000000000023,-0.7785393924007823,586.25,366,SELL,2025-01-01 10:11:01.823137,NEUTRAL,-28,1.88
GRMOVER,-1.5600000000000023,-0.766434116144248,201.98,10875,SELL,2025-01-01 10:10:45.514798,SELL,-901,10.1
SRGHFL,-1.8000000000000114,-0.4944375772558745,362.25,190,NEUTRAL,2025-01-01 10:11:36.950979,SELL,-34,2.79
RHIM,-2.4499999999999886,-0.486352357320097,501.3,1746,SELL,2025-01-01 10:11:26.412253,SELL,83,0.3
MOLDTKPAC,-3.0499999999999545,-0.45655265324451083,665,1842,NEUTRAL,2025-01-01 10:11:12.003213,SELL,-6,1.17
AXISCADES,-2.8999999999999773,-0.4454685099846355,648.1,1117,BUY,2025-01-01 10:10:21.965821,BUY,,
BASF,-24.899999999999636,-0.4429028815368131,5597.1,952,NEUTRAL,2025-01-01 10:10:24.233962,BUY,3,0.67
RELCHEMQ,-0.9399999999999977,-0.4423529411764695,211.56,29,NEUTRAL,2025-01-01 10:11:25.787661,BUY,11,0.5
NH,-5.4500000000000455,-0.4213537438633148,1288,2431,NEUTRAL,2025-01-01 10:11:15.556757,BUY,4,0.89
APARINDS,-41.79999999999927,-0.4018535253513745,10360,601,SELL,2025-01-01 10:10:17.586875,BUY,-47,6.22
KOTHARIPRO,-0.8000000000000114,-0.40040040040040603,199,60,NEUTRAL,2025-01-01 10:11:03.566013,BUY,,
CONSOFINVT,-0.8499999999999943,-0.39747486555996925,213,49,NEUTRAL,2025-01-01 10:10:31.074016,BUY,-133,2.19
THEJO,-7.999999999999773,-0.39058685675225924,2040.2,7,BUY,2025-01-01 10:11:42.838255,BUY,8,0.43
KIRLPNU,-5.900000000000091,-0.3846906174610479,1527.8,899,SELL,2025-01-01 10:11:02.832228,SELL,-20,3.86
MSUMI,-0.21999999999999886,-0.3757472245943619,58.33,15392,SELL,2025-01-01 10:11:12.951166,SELL,4109,0.2
MUTHOOTCAP,-1.1999999999999886,-0.3593890386343183,332.7,78,SELL,2025-01-01 10:11:13.422885,STRONG_SELL,0,1.0
SPCENET,-0.07000000000000028,-0.3538928210313462,19.71,8042,NEUTRAL,2025-01-01 10:11:36.458459,BUY,2611,0.65
JBCHEPHARM,-6.5,-0.34950934265358247,1853.25,4839,SELL,2025-01-01 10:10:56.943094,BUY,33,0.33
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
TVSHLTD,-105,-1.0752688172043012,9660,1637,NEUTRAL,2025-01-01 10:13:39.937184,STRONG_SELL,47,0.32
NH,-8.350000000000136,-0.6455603231667352,1285.1,4738,NEUTRAL,2025-01-01 10:13:10.175480,BUY,47,0.36
TARACHAND,-0.4200000000000017,-0.6267721235636496,66.59,47310,SELL,2025-01-01 10:13:34.606089,BUY,-928,1.87
CUBEXTUB,-0.5,-0.5780346820809248,86,2377,NEUTRAL,2025-01-01 10:12:22.363931,BUY,-21,2.24
