symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
CUBEXTUB,-0.46999999999999886,-0.54964331657116,85.04,71,SELL,2025-01-01 10:31:41.405995,SELL,477,0.08
SALZERELEC,-7.650000000000091,-0.544619656142106,1397,1022,NEUTRAL,2025-01-01 10:32:38.546451,NEUTRAL,7,0.87
RATNAVEER,-0.9800000000000182,-0.51939792240832,187.7,5927,NEUTRAL,2025-01-01 10:32:34.439176,SELL,-25,1.26
NECCLTD,-0.19000000000000483,-0.5157437567861152,36.65,5643,BUY,2025-01-01 10:32:24.445060,BUY,611,0.37
AIRAN,-0.1700000000000017,-0.49447353112275066,34.21,349,NEUTRAL,2025-01-01 10:31:24.664918,BUY,780,0.13
TNPL,-0.960000000000008,-0.4931675742319983,193.7,2036,NEUTRAL,2025-01-01 10:32:53.705079,BUY,-36,1.24
LYKALABS,-0.7800000000000011,-0.4823747680890545,160.92,5008,SELL,2025-01-01 10:32:17.393971,BUY,-19,1.15
UNIDT,-1.2999999999999545,-0.4816598740274008,268.6,303,NEUTRAL,2025-01-01 10:32:56.116993,BUY,-293,2.12
FUSION,-0.8700000000000045,-0.4810084591142834,180,1535,NEUTRAL,2025-01-01 10:31:51.340438,BUY,59,0.7
CASTROLIND,-0.9699999999999989,-0.4776677992810356,202.1,76052,SELL,2025-01-01 10:31:37.571462,BUY,-869,1.34
INTLCONV,-0.3999999999999915,-0.4714201532115398,84.45,836,SELL,2025-01-01 10:32:06.276104,NEUTRAL,-203,3.05
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
RPPINFRA,-3.5,-1.7500000000000002,196.5,599,SELL,2025-01-01 10:34:29.202141,SELL,,
SIGNPOST,-3.9499999999999886,-1.0733695652173882,364.05,458,BUY,2025-01-01 10:34:38.936961,NEUTRAL,,
BPL,-1.0899999999999892,-1.0235702882899702,105.4,6335,NEUTRAL,2025-01-01 10:33:28.362609,BUY,271,0.37
TVSHLTD,-96.10000000000036,-0.9917491834323228,9593.85,1869,SELL,2025-01-01 10:34:50.241787,STRONG_SELL,-25,1.56
NECCLTD,-0.3100000000000023,-0.8414766558089095,36.53,6060,BUY,2025-01-01 10:34:14.630940,BUY,189,0.86
PNCINFRA,-2.6999999999999886,-0.8115419296663626,330,28654,NEUTRAL,2025-01-01 10:34:21.210989,SELL,176,0.8
BLISSGVS,-1.4099999999999966,-0.7945900253592544,176.04,90470,NEUTRAL,2025-01-01 10:33:27.488942,BUY,-102,1.31
BAJAJHCARE,-4.850000000000023,-0.7922247631493012,607.35,21097,NEUTRAL,2025-01-01 10:33:24.453059,BUY,-496,3.9
FUSION,-1.3300000000000125,-0.7353347708298847,179.54,2119,SELL,2025-01-01 10:33:41.996414,BUY,109,0.57
WHIRLPOOL,-12.099999999999909,-0.6549391069012129,1835.4,517,NEUTRAL,2025-01-01 10:34:57.228506,NEUTRAL,4,0.73
SPLIL,-0.39000000000000057,-0.6403940886699517,60.51,340,SELL,2025-01-01 10:34:41.647597,STRONG_SELL,-12,1.71
AFIL,-0.4899999999999949,-0.619860847564826,78.56,1434,NEUTRAL,2025-01-01 10:33:16.486897,SELL,-173,2.53
TNPL,-1.1999999999999886,-0.616459467789987,193.46,2854,NEUTRAL,2025-01-01 10:34:49.146610,BUY,-7,1.04
TIMETECHNO,-3.0500000000000114,-0.6089647599081583,497.8,14587,NEUTRAL,2025-01-01 10:34:48.479544,BUY,28,0.91
GANECOS,-11.549999999999955,-0.5716123923587031,2009.05,743,SELL,2025-01-01 10:33:42.586478,NEUTRAL,14,0.42
WSI,-0.6800000000000068,-0.5653005237343144,119.61,1015,SELL,2025-01-01 10:34:57.474300,BUY,-28,1.36
SWANENERGY,-4.100000000000023,-0.5614900027389788,726.1,81637,SELL,2025-01-01 10:34:44.918742,SELL,-314,2.06
HERANBA,-2.4499999999999886,-0.5606407322654436,434.55,3277,SELL,2025-01-01 10:33:50.088805,BUY,26,0.8
NINSYS,-3.0499999999999545,-0.5498963310195537,551.6,42,SELL,2025-01-01 10:34:16.213381,NEUTRAL,25,0.39
LYKALABS,-0.8799999999999955,-0.5442176870748271,160.82,5245,NEUTRAL,2025-01-01 10:34:07.449139,BUY,-112,2.87
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
AFIL,-0.9500000000000028,-1.201771030993046,78.1,9797,NEUTRAL,2025-01-01 10:35:10.280674,SELL,230,0.42
DALMIASUG,-4.149999999999977,-1.1016724183700497,372.55,11280,BUY,2025-01-01 10:35:29.193809,BUY,-2448,23.88
SIGNPOST,-3.9499999999999886,-1.0733695652173882,364.05,458,BUY,2025-01-01 10:36:33.416769,NEUTRAL,,
FUSION,-1.3199999999999932,-0.7298059379664915,179.55,2124,SELL,2025-01-01 10:35:38.011528,BUY,-72,1.69
HARIOMPIPE,-3.6000000000000227,-0.7086614173228392,504.4,1652,SELL,2025-01-01 10:35:46.316810,NEUTRAL,-87,2.55
SHAILY,-9.950000000000045,-0.6910202097367903,1429.95,97,SELL,2025-01-01 10:36:31.996773,STRONG_SELL,,
BAYERCROP,-36.05000000000018,-0.6489590552740332,5519,407,SELL,2025-01-01 10:35:19.980262,SELL,-5,2.0
NINSYS,-3.0499999999999545,-0.5498963310195537,551.6,152,SELL,2025-01-01 10:36:15.103874,NEUTRAL,17,0.56
AIRAN,-0.17999999999999972,-0.523560209424083,34.2,4088,NEUTRAL,2025-01-01 10:35:10.919003,BUY,11,0.95
TVSHLTD,-50,-0.5208333333333333,9550,581,SELL,2025-01-01 10:36:46.112614,STRONG_SELL,3,0.77
NAHARPOLY,-1.3500000000000227,-0.5002779321845553,268.5,6,SELL,2025-01-01 10:36:12.382712,BUY,37,0.55
BASF,-23.75,-0.42374771399259553,5581,192,SELL,2025-01-01 10:35:19.866503,SELL,4,0.56
SMCGLOBAL,-0.5699999999999932,-0.4162406893529963,136.37,281,NEUTRAL,2025-01-01 10:36:35.827298,BUY,-75,1.67
NEOGEN,-9.150000000000091,-0.4151260122949931,2195,89,NEUTRAL,2025-01-01 10:36:13.497581,SELL,8,0.58
ACE,-6.2999999999999545,-0.4064516129032229,1543.7,6601,NEUTRAL,2025-01-01 10:35:09.220179,NEUTRAL,-821,10.55
TNIDETF,-0.4000000000000057,-0.40100250626566986,99.35,373,NEUTRAL,2025-01-01 10:36:44.750458,SELL,8358,0.19
SOTL,-2.25,-0.3966505068312032,565,1105,NEUTRAL,2025-01-01 10:36:36.536108,BUY,-1144,14.46
AIAENG,-12.550000000000182,-0.3718904182656033,3362.1,446,SELL,2025-01-01 10:35:10.663006,STRONG_SELL,7,0.46
HARSHA,-1.8500000000000227,-0.36830579335059177,500.45,155,NEUTRAL,2025-01-01 10:35:46.313642,BUY,2065,0.03
ASTRAZEN,-26.650000000000546,-0.3670647218434575,7233.65,278,SELL,2025-01-01 10:35:16.345870,SELL,20,0.2
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
TVSHLTD,-199.25,-2.0755208333333335,9400.75,4752,SELL,2025-01-01 10:38:41.695353,STRONG_SELL,0,1.0
RPPINFRA,-3.140000000000015,-1.572752316553977,196.51,723,SELL,2025-01-01 10:38:25.412784,SELL,,
SARLAPOLY,-0.8400000000000034,-0.7314524555903896,114,51,BUY,2025-01-01 10:38:27.687180,BUY,,
SYRMA,-4.5499999999999545,-0.7098283931357183,636.45,265264,SELL,2025-01-01 10:38:37.205254,BUY,1501,0.05
SHAILY,-9.950000000000045,-0.6910202097367903,1429.95,117,SELL,2025-01-01 10:38:30.092334,STRONG_SELL,,
BAJAJHCARE,-4.100000000000023,-0.6799336650082957,598.9,14030,NEUTRAL,2025-01-01 10:37:13.498424,BUY,410,0.19
5PAISA,-2.9500000000000455,-0.6100082712986032,480.65,145,NEUTRAL,2025-01-01 10:37:02.525301,BUY,9,0.64
HERANBA,-2.5499999999999545,-0.5873546009443636,431.6,2500,NEUTRAL,2025-01-01 10:37:41.041008,BUY,-41,1.75
SALZERELEC,-8,-0.5726556907659269,1389,1290,SELL,2025-01-01 10:38:26.734557,SELL,-12,1.27
SONATSOFTW,-3.5,-0.5714285714285714,609,6184,NEUTRAL,2025-01-01 10:38:33.351272,BUY,178,0.33
HIRECT,-7.75,-0.5363692989134197,1437.15,63,SELL,2025-01-01 10:37:42.451033,BUY,-22,2.29
NAHARPOLY,-1.3500000000000227,-0.5002779321845553,268.5,580,SELL,2025-01-01 10:38:08.482207,BUY,38,0.55
SUYOG,-8.850000000000136,-0.4911482324213406,1793.05,1446,NEUTRAL,2025-01-01 10:38:36.794184,BUY,13,0.58
KEC,-5.9500000000000455,-0.4889071487263801,1211.05,8140,NEUTRAL,2025-01-01 10:37:53.980417,BUY,61,0.47
GODIGIT,-1.6499999999999773,-0.48529411764705216,338.35,289862,SELL,2025-01-01 10:37:36.531948,BUY,-829,1.54
OCCLLTD,-0.5099999999999909,-0.4804069329314157,105.65,6956,NEUTRAL,2025-01-01 10:38:13.603430,NEUTRAL,-53,1.65
CASTROLIND,-0.9499999999999886,-0.4685573366214494,201.8,47185,NEUTRAL,2025-01-01 10:37:20.269563,BUY,1760,0.36
MANKIND,-13.100000000000364,-0.45835447245500827,2844.95,4186,SELL,2025-01-01 10:38:02.942595,STRONG_SELL,117,0.59
CENTURYPLY,-3.6000000000000227,-0.44408807746870077,807.05,63519,SELL,2025-01-01 10:37:20.066087,BUY,1236,0.28
TRF,-1.8999999999999773,-0.425055928411628,445.1,144,BUY,2025-01-01 10:38:41.345358,BUY,38,0.42
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
5PAISA,-4.600000000000023,-0.9511993382961171,479,260,NEUTRAL,2025-01-01 10:39:01.592035,BUY,8,0.74
SARLAPOLY,-0.8400000000000034,-0.7314524555903896,114,51,BUY,2025-01-01 10:40:29.314541,BUY,,
AMIORG,-14.299999999999727,-0.6768109425657158,2098.55,11093,SELL,2025-01-01 10:39:07.863813,STRONG_SELL,15,0.44
CENTURYPLY,-4.850000000000023,-0.5982853265897764,805.8,114876,SELL,2025-01-01 10:39:20.768597,BUY,-47,1.67
CAPLIPOINT,-14.800000000000182,-0.5956213779781142,2470,25641,SELL,2025-01-01 10:39:19.442808,STRONG_SELL,52,0.19
CARTRADE,-8.650000000000091,-0.5724685638649961,1502.35,2021,SELL,2025-01-01 10:39:19.798285,BUY,-44,5.0
KMEW,-12.5,-0.5508063805411122,2256.9,444,BUY,2025-01-01 10:39:58.174939,SELL,12,0.33
KRYSTAL,-3.75,-0.5198946346873701,717.55,546,SELL,2025-01-01 10:39:59.364575,STRONG_SELL,29,0.45
AIROLAM,-0.6599999999999966,-0.5078094944987278,129.31,128,NEUTRAL,2025-01-01 10:39:05.936836,NEUTRAL,-82,7.31
NAHARPOLY,-1.3500000000000227,-0.5002779321845553,268.5,580,SELL,2025-01-01 10:40:10.908808,BUY,52,0.38
CASTROLIND,-0.9799999999999898,-0.4833538840937064,201.77,86558,NEUTRAL,2025-01-01 10:39:20.001687,BUY,-20,1.02
AHL,-1.25,-0.48290515742708134,257.6,415,NEUTRAL,2025-01-01 10:39:05.311130,SELL,-25,1.05
ICRA,-29.949999999999818,-0.4667253644587438,6387.1,95,SELL,2025-01-01 10:39:47.200158,SELL,-1,1.11
OCCLLTD,-0.4899999999999949,-0.4615674453654813,105.67,6961,NEUTRAL,2025-01-01 10:40:16.610444,NEUTRAL,63,0.64
SANGAMIND,-1.9500000000000455,-0.461156438453363,420.9,221,NEUTRAL,2025-01-01 10:40:28.466466,BUY,-99,3.54
GLS,-4.399999999999977,-0.43162644692956414,1015,434,BUY,2025-01-01 10:39:37.507797,STRONG_BUY,-73,3.81
IFBIND,-8.049999999999955,-0.4203545599331586,1907,241,SELL,2025-01-01 10:39:47.762989,BUY,13,0.72
KOTHARIPRO,-0.8000000000000114,-0.40201005025126196,198.2,55,SELL,2025-01-01 10:39:58.635297,SELL,,
JUBLINGREA,-3.25,-0.3946569520340012,820.25,6019,NEUTRAL,2025-01-01 10:39:55.495685,SELL,-84,1.44
SUYOG,-7.0,-0.3884788279038792,1794.9,1516,NEUTRAL,2025-01-01 10:40:39.629408,BUY,21,0.38
symbol,change,percentage_change,price,volume,oscillators_recommendation,analysis_time,recommendation,imbalance,sellside_imabalance_ratio
TARACHAND,-1.1500000000000057,-1.7392619479733904,64.97,38173,SELL,2025-01-01 10:42:35.599784,BUY,-841,5.62
NAHARPOLY,-2.8999999999999773,-1.078467831907764,266,29,SELL,2025-01-01 10:42:08.725882,NEUTRAL,36,0.39
SARLAPOLY,-0.8400000000000034,-0.7314524555903896,114,51,BUY,2025-01-01 10:42:25.332677,BUY,,
DTIL,-1.4499999999999886,-0.5325987144168921,270.8,64,NEUTRAL,2025-01-01 10:41:27.953256,BUY,-4,1.09
EXPLEOSOL,-7.4500000000000455,-0.5291193181818213,1400.55,11,SELL,2025-01-01 10:41:31.792152,NEUTRAL,6,0.67
BAJAJHCARE,-3.099999999999909,-0.5151213027583764,598.7,13483,SELL,2025-01-01 10:41:13.630851,BUY,6371,0.02
UCAL,-1.0,-0.5037783375314862,197.5,375,SELL,2025-01-01 10:42:40.341603,STRONG_SELL,,
SANGAMIND,-1.9500000000000455,-0.461156438453363,420.9,230,NEUTRAL,2025-01-01 10:42:24.232464,BUY,-112,3.87
HNGSNGBEES,-1.4300000000000068,-0.4163148854406261,342.06,3,NEUTRAL,2025-01-01 10:41:42.995502,SELL,-160,1.47
GUFICBIO,-1.8999999999999773,-0.41129992423421957,460.05,914,SELL,2025-01-01 10:41:39.382975,BUY,-3,1.07
AMBER,-30,-0.3841229193341869,7780,4394,SELL,2025-01-01 10:41:08.218442,BUY,18,0.69
BANSWRAS,-0.5699999999999932,-0.38383838383837926,147.93,353,NEUTRAL,2025-01-01 10:41:14.805426,BUY,-328,10.11
BLSE,-0.789999999999992,-0.3823814133591443,205.81,448,SELL,2025-01-01 10:41:17.021935,BUY,1,0.99
OMAXAUTO,-0.4300000000000068,-0.3606474880483157,118.8,108,NEUTRAL,2025-01-01 10:42:12.889949,BUY,164,0.15
NELCAST,-0.44000000000001194,-0.34987277353690516,125.32,717,NEUTRAL,2025-01-01 10:42:09.830861,BUY,12,0.86
POKARNA,-3.9500000000000455,-0.3411053540587259,1154.05,105,NEUTRAL,2025-01-01 10:42:16.244791,NEUTRAL,21,0.4
SPORTKING,-0.35999999999999943,-0.33764772087788353,106.26,33,SELL,2025-01-01 10:42:31.820216,BUY,-9,1.12
GREENLAM,-2.0,-0.33366700033366703,597.4,116,SELL,2025-01-01 10:41:38.345425,BUY,49,0.44
MOLDTECH,-0.6399999999999864,-0.31730292513633435,201.06,33,BUY,2025-01-01 10:42:05.799722,STRONG_BUY,2,0.97
INTELLECT,-3.0,-0.31151030579928357,960.05,3688,NEUTRAL,2025-01-01 10:41:47.323924,SELL,-121,1.65
